-4.664577181482616652e+03 1.111997126752046825e+03 1.570796326794896558e+00 -1.507408664213577109e-04 -3.713175328275017612e-05
-3.882697398336949846e+02 -8.505095855993704390e+03 1.570796326794896558e+00 -9.901420582340539529e-06 -3.362093388583881190e-05
3.809728245422758846e+03 1.921222318069814719e+03 1.570796326794896558e+00 1.787065615233106438e-03 -2.380856185709297537e-03
-6.137816034113375281e+03 6.588863948142014124e+03 1.570796326794896558e+00 -6.767344354363660709e-05 2.657864645925175261e-05
-6.070368574018742947e+03 1.425732116358194617e+02 1.570796326794896558e+00 -7.766899003555331066e-05 -2.446796411211877480e-05
-7.705257308822747291e+02 -2.268220396726825129e+03 1.570796326794896558e+00 -1.717550938878952861e-04 -2.399781233292934044e-04
-5.351582430296444727e+03 -8.568111816054952214e+03 1.570796326794896558e+00 -1.069832977516298421e-05 -1.481868569424184239e-05
-9.227350489977927282e+03 -9.354458843452841393e+03 1.570796326794896558e+00 -6.042152437611910666e-06 -6.104963105255633156e-06
-5.993740555954945194e+03 4.882239897407716853e+03 1.570796326794896558e+00 -8.999770887205110466e-05 1.883501945162266707e-05
-8.261618659278656196e+03 -3.756406869943402853e+03 1.570796326794896558e+00 -2.142401367843243409e-05 -1.285333463848561998e-05
9.209611448851243040e+03 -1.284040766736367004e+03 1.570796326794896558e+00 1.487001902635736231e-04 -1.025889755515143139e-04
3.646855852454118576e+03 -2.377400280892998126e+02 1.570796326794896558e+00 3.100749848056719876e-04 -1.552033866905014976e-03
6.435992961418276536e+03 -6.776959377158560528e+03 1.570796326794896558e+00 1.984509694209007441e-05 -5.646830736186973614e-05
9.288677719146166055e+03 3.931242560463839254e+03 1.570796326794896558e+00 3.095682632275302960e-04 4.584161487694908365e-05
-9.276388984823637657e+03 -5.646966343137804870e+03 1.570796326794896558e+00 -1.230537907853233107e-05 -8.667385732332248390e-06
8.860793647031325236e+03 5.191803431563217600e+03 1.570796326794896558e+00 3.077907055211054647e-04 1.151067185083605752e-04
-2.733953516026031139e+02 -3.857241833517526175e+03 1.570796326794896558e+00 -7.598714940393742597e-05 -1.591809738005897027e-04
3.969137210257906190e+03 3.484705485480641073e+03 1.570796326794896558e+00 2.495455007906319852e-03 1.248079960504707483e-03
6.888419472718822362e+03 -9.653803966091527400e+03 1.570796326794896558e+00 7.122779971096402613e-06 -2.317915082984526283e-05
-3.384571916129750207e+03 3.166788601619107794e+03 1.570796326794896558e+00 -3.083867414818243567e-04 8.056200798628687949e-06
