x,y,EW,NS,UD,
-10000,-10000,-0.00052112,-0.0012809,0.0018486
-10000,-9000,-0.00079354,-0.0007815,0.00028029
-10000,-8000,-0.00039692,-0.0010406,0.0019882
-10000,-7000,-0.0016069,-0.0026358,0.0018737
-10000,-6000,-0.0017866,-0.00026601,0.00027543
-10000,-5000,-0.0032639,-0.0035003,-6.0207e-05
-10000,-4000,-0.0026688,-0.0025005,-0.00014768
-10000,-3000,-0.0022224,-0.0021397,0.0016273
-10000,-2000,-0.0036848,-0.00098377,0.0032515
-10000,-1000,-0.0060373,-0.00096501,-8.697e-05
-10000,0,-0.0035622,-0.0023147,0.00027725
-10000,1000,-0.0051137,-0.0020359,0.00287
-10000,2000,-0.0054986,0.0010896,0.001663
-10000,3000,-0.0031438,0.00021266,-0.0009816
-10000,4000,-0.0043348,0.00035916,0.00025645
-10000,5000,-0.0044198,0.0011569,0.00082534
-10000,6000,-0.0032346,0.0028553,0.00031652
-10000,7000,-0.0027153,0.0036805,0.0013867
-10000,8000,-0.003474,0.001426,0.0015687
-10000,9000,-0.0048497,0.0031339,0.00097788
-10000,10000,-0.00026271,-0.00058342,0.00082431
-9000,-10000,0.00051913,-0.0019813,-0.00047891
-9000,-9000,-0.0023021,-0.0013835,0.00085024
-9000,-8000,-0.00014343,-0.0028948,-0.0010952
-9000,-7000,-0.0022034,-0.0019802,-0.00064328
-9000,-6000,-0.0024685,-0.0038927,0.0026139
-9000,-5000,-0.0017919,-0.00085089,0.0018178
-9000,-4000,-0.0021562,-0.0028318,-0.0012304
-9000,-3000,-0.002996,-0.0032378,-0.00020429
-9000,-2000,-0.0024053,-0.001755,0.00071625
-9000,-1000,-0.0033314,0.00013302,0.0014768
-9000,0,-0.0060054,-0.00141,0.00059705
-9000,1000,-0.005661,-0.0034642,0.0031638
-9000,2000,-0.0066335,-0.0032228,0.0035685
-9000,3000,-0.005147,-0.0006094,0.0020154
-9000,4000,-0.0045515,0.0014639,0.0019669
-9000,5000,-0.006719,0.0016148,0.0013152
-9000,6000,-0.0054302,0.0021571,0.0024615
-9000,7000,-0.0039943,0.0037838,0.0009418
-9000,8000,-0.00082795,0.0015135,-8.2627e-05
-9000,9000,-0.0024028,0.0026583,0.0018474
-9000,10000,-0.0026338,0.0010339,0.0015081
-8000,-10000,0.00030288,0.0010385,0.00043516
-8000,-9000,-0.00087524,-0.0017275,0.00072889
-8000,-8000,8.549e-05,-0.0009048,0.00015468
-8000,-7000,-0.0016476,-0.0035313,-0.00109
-8000,-6000,-0.00064013,-0.0037778,0.0024022
-8000,-5000,-0.00013873,-0.0031343,0.00030685
-8000,-4000,-0.0034488,-0.0029294,0.00061285
-8000,-3000,-0.0021441,-0.0025104,0.0021214
-8000,-2000,-0.0018311,-0.0044074,0.0024292
-8000,-1000,-0.0036604,-0.0043596,0.0013059
-8000,0,-0.005539,-0.0024608,0.0018419
-8000,1000,-0.008629,-0.0024811,0.002661
-8000,2000,-0.0079193,-0.0016692,0.0039651
-8000,3000,-0.0093913,-0.0011573,0.0034674
-8000,4000,-0.0079836,0.0012001,0.003932
-8000,5000,-0.0065154,0.0010366,0.0037796
-8000,6000,-0.0057502,0.0028938,0.0018949
-8000,7000,-0.0041319,0.0026628,0.00016396
-8000,8000,-0.0018887,0.0021129,-0.00050791
-8000,9000,-0.0027694,0.0030739,0.0022664
-8000,10000,-0.003983,0.0039596,-0.00031542
-7000,-10000,0.0003108,-0.0019947,0.0012876
-7000,-9000,-0.00094584,-0.0016626,-0.00097486
-7000,-8000,0.00022568,-0.0021581,-5.7998e-05
-7000,-7000,-0.0014295,-0.0028847,0.00022557
-7000,-6000,-0.00083248,-0.0027122,-0.00010137
-7000,-5000,-0.0011462,-0.0035618,0.00080506
-7000,-4000,-0.0013201,-0.0038132,0.00060221
-7000,-3000,-0.003161,-0.0038321,0.001938
-7000,-2000,-0.0019864,-0.0045435,0.0013207
-7000,-1000,-0.0059866,-0.0047167,0.0025459
-7000,0,-0.0073495,-0.0057166,0.0036077
-7000,1000,-0.0069717,-0.0033094,0.0053019
-7000,2000,-0.010738,-0.00078665,0.0057995
-7000,3000,-0.011929,-0.0015619,0.0036652
-7000,4000,-0.01024,0.003362,0.0049679
-7000,5000,-0.0093068,0.004934,0.0033357
-7000,6000,-0.0081719,0.0054954,0.0027425
-7000,7000,-0.0049991,0.0054258,0.0023075
-7000,8000,-0.0045653,0.0023802,0.0024968
-7000,9000,-0.0023442,0.0052802,0.00028356
-7000,10000,-0.00098425,0.003012,0.0019534
-6000,-10000,-0.0012254,-0.0035336,0.0014731
-6000,-9000,-0.0016673,-0.0035525,-0.00047057
-6000,-8000,-0.0020297,-0.0012342,0.0011477
-6000,-7000,-0.0016385,-0.0022559,0.00038226
-6000,-6000,-0.0017963,-0.0039557,0.00076641
-6000,-5000,-0.0014077,-0.0041312,-0.00023525
-6000,-4000,-0.0026939,-0.004299,0.0009236
-6000,-3000,-0.0028867,-0.0047959,0.0014219
-6000,-2000,-0.0045951,-0.0052527,0.003816
-6000,-1000,-0.0052504,-0.0070944,0.003153
-6000,0,-0.0087571,-0.0072662,0.0040808
-6000,1000,-0.012971,-0.0063699,0.0069925
-6000,2000,-0.013243,-0.004064,0.0096463
-6000,3000,-0.015652,0.002598,0.010091
-6000,4000,-0.014369,0.0050944,0.0081616
-6000,5000,-0.010309,0.0052006,0.0074816
-6000,6000,-0.0083525,0.0073098,0.0060615
-6000,7000,-0.0030328,0.0060251,0.0023594
-6000,8000,-0.0048447,0.0074335,0.0031068
-6000,9000,-0.00015731,0.0052218,0.001465
-6000,10000,-0.001391,0.0049797,0.0014185
-5000,-10000,0.0007897,-0.0024918,-0.00015387
-5000,-9000,-0.0014053,-0.00077502,-0.00052389
-5000,-8000,-0.0022909,-0.0026691,-0.00031958
-5000,-7000,-0.0005685,-0.0025459,-7.9126e-05
-5000,-6000,-0.00059445,-0.0058496,0.0015795
-5000,-5000,-0.0015793,-0.0046671,0.00032373
-5000,-4000,-0.0020163,-0.0046788,0.0025106
-5000,-3000,-0.00083849,-0.0072802,0.00050624
-5000,-2000,-0.0047435,-0.0066333,0.0028977
-5000,-1000,-0.0082915,-0.0090633,0.0060646
-5000,0,-0.011149,-0.010063,0.0076845
-5000,1000,-0.014491,-0.010068,0.010991
-5000,2000,-0.018781,-0.0062813,0.01702
-5000,3000,-0.021629,0.0025681,0.020088
-5000,4000,-0.018942,0.010333,0.017792
-5000,5000,-0.013209,0.011283,0.011186
-5000,6000,-0.0088819,0.010158,0.0062926
-5000,7000,-0.0054785,0.0080751,0.0064769
-5000,8000,-0.0056842,0.0078858,0.0014186
-5000,9000,-0.0030901,0.0055488,0.0015145
-5000,10000,-0.0014121,0.0047942,0.0022488
-4000,-10000,0.00051057,-0.0007519,0.00096995
-4000,-9000,-0.0011906,-0.0025749,-0.00035924
-4000,-8000,-0.00043815,-0.0020475,0.0013286
-4000,-7000,-0.0011795,-0.0035307,-0.00070758
-4000,-6000,-0.0008028,-0.002789,0.0013648
-4000,-5000,-0.0016809,-0.0048778,0.0014134
-4000,-4000,-0.00034523,-0.0055327,0.00058004
-4000,-3000,-0.0015247,-0.0045736,0.0032196
-4000,-2000,-0.0024068,-0.0093418,0.0047128
-4000,-1000,-0.0041933,-0.011942,0.0081
